brand,stars,reviewsCount,Category,price/value,brands,main_category
Sameo,3.1,4.0,Video Games › Legacy Systems › PlayStation Systems › PlayStation 2 › Games,1799.0,sameo,PlayStation Systems
Bang & Olufsen,4.4,52.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,42299.0,bang & olufsen,Speakers
ZEBRONICS,2.6,4.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,799.0,zebronics,Speakers
cubonic,5.0,1.0,Electronics › Wearable Technology › Smart Watches,5999.0,cubonic,Smart Watches
IKALL,2.4,6.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,6798.0,ikall,Smartphones & Basic Mobiles
ZEBRONICS,4.0,259.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,3299.0,zebronics,Speakers
CULTSPORT,4.5,96.0,Electronics › Wearable Technology › Smart Watches,1799.0,cultsport,Smart Watches
EvoFox,3.9,355.0,Computers & Accessories › Accessories & Peripherals › PC Gaming Peripherals › Gamepads,2633.0,evofox,PC Gaming Peripherals
Sony,4.8,119.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",66490.0,sony,Televisions
Itel,3.7,358.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,5999.0,itel,Smartphones & Basic Mobiles
Sennheiser,3.8,4971.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Over-Ear",11990.0,sennheiser,Headphones
Sony,4.3,3388.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Over-Ear",9527.0,sony,Headphones
HP,3.0,9.0,Computers & Accessories › Laptops › Traditional Laptops,28990.0,hp,Traditional Laptops
Samsung,4.2,11926.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",13990.0,samsung,Televisions
Lenovo,4.4,9.0,Computers & Accessories › Laptops › Traditional Laptops,64190.0,lenovo,Traditional Laptops
Tecno,4.7,86.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,54999.0,tecno,Smartphones & Basic Mobiles
OnePlus,4.3,4255.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,56999.0,oneplus,Smartphones & Basic Mobiles
GoWarranty,3.0,4.0,Electronics › Warranties,5100.0,gowarranty,
iClever,4.3,6689.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Over-Ear",2519.0,iclever,Headphones
boAt,3.9,193.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,1999.0,boat,Speakers
INSTAPLAY,4.3,68.0,Electronics › Home Audio › Speakers › Multimedia Speaker Systems,279.0,instaplay,Speakers
Philips Audio,3.2,19.0,Electronics › Home Audio › Speakers › Multimedia Speaker Systems,7199.0,philips audio,Speakers
JBL,4.4,32018.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,9998.0,jbl,Speakers
Vibez,4.0,786.0,Electronics › Wearable Technology › Smart Watches,2499.0,vibez,Smart Watches
FCS,2.6,37.0,"Electronics › Mobiles & Accessories › Mobile Accessories › Maintenance, Upkeep & Repairs › Screen Protectors",149.0,fcs,Mobile Accessories
Oppo,4.2,2279.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,18999.0,oppo,Smartphones & Basic Mobiles
ARZOPA,4.4,4903.0,Computers & Accessories › Monitors,18100.0,arzopa,
ZEBRONICS,3.4,1483.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,1449.0,zebronics,Speakers
Flashfire,3.6,198.0,Video Games › PC Games › Accessories › Controllers › Steering Wheels,46784.91,flashfire,Accessories
Audio-Technica,4.6,25254.0,Electronics › Electronics › Headphones › Over-Ear Headphones,11599.0,audio-technica,Headphones
Infinity,4.1,33174.0,Electronics › Home Audio › Speakers › Outdoor Speakers,897.0,infinity,Speakers
Xiaomi,4.1,103782.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",499.0,xiaomi,Headphones
Corsair,3.9,219.0,Computers & Accessories › Accessories & Peripherals › PC Gaming Peripherals › Headsets,8199.0,corsair,PC Gaming Peripherals
Aivuidbs,3.7,121.0,Toys & Games › Electronic Toys › Plug & Play Video Games,34083.0,aivuidbs,Plug & Play Video Games
Crownton,3.9,11.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",8399.0,crownton,Televisions
Muzen,3.6,24.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,7999.0,muzen,Speakers
SHOKZ,4.5,686.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Open-Ear Headphones",17999.0,shokz,Headphones
amazon basics,4.5,124.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",899.0,amazon basics,Headphones
Audio-Technica,4.4,837.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Over-Ear",7790.0,audio-technica,Headphones
Sony,4.3,1764.0,Computers & Accessories › Accessories & Peripherals › PC Gaming Peripherals › Headsets,5990.0,sony,PC Gaming Peripherals
Bang & Olufsen,4.5,1503.0,Electronics › Home Audio › Speakers › Multimedia Speaker Systems,20000.0,bang & olufsen,Speakers
OnePlus,4.1,42410.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",12999.0,oneplus,Televisions
Samsung,4.1,1584.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",64990.0,samsung,Televisions
BoAt,4.1,91789.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",399.0,boat,Headphones
BROTHER ZONE,3.0,4.0,Electronics › Wearable Technology › Smart Watches,7999.0,brother zone,Smart Watches
Sony,2.8,4.0,Electronics › Home Audio › Speakers › Multimedia Speaker Systems,12739.8,sony,Speakers
Samsung,3.1,5.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,25399.0,samsung,Smartphones & Basic Mobiles
Nintendo,4.6,158.0,Video Games › Online Game Services,29399.0,nintendo,
TIMEX,3.5,438.0,Fashion › Onam 2021 › Watches and fashion jewellery › Watches top brands,5995.0,timex,Watches and fashion jewellery
Lenovo,4.1,169.0,Computers & Accessories › Laptops › Traditional Laptops,37990.0,lenovo,Traditional Laptops
Samsung,3.6,71.0,Computers & Accessories › Laptops › Traditional Laptops,120115.0,samsung,Traditional Laptops
iTronix,4.0,1389.0,Electronics › Wearable Technology › Smart Watches,149.0,itronix,Smart Watches
iQOO,4.3,2072.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,24999.0,iqoo,Smartphones & Basic Mobiles
NextTech,3.4,13.0,Toys & Games › Electronic Toys › Handheld Games,1499.0,nexttech,Handheld Games
JBL,4.1,3447.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › On-Ear",5999.0,jbl,Headphones
Marshall,4.4,932.0,Electronics › Home Audio › Speakers › Outdoor Speakers,18998.0,marshall,Speakers
I GEAR,4.6,15.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,8999.0,i gear,Speakers
FIFINE,4.5,274.0,Musical Instruments › Microphones › Dynamic,5650.0,fifine,Dynamic
MENEEA,4.5,92.0,Video Games › Xbox Series X & S › Accessories › Batteries & Chargers,18477.0,meneea,Accessories
Dell,3.5,27.0,Computers & Accessories › Laptops › Traditional Laptops,15599.0,dell,Traditional Laptops
pTron,3.8,394.0,Electronics › Home Audio › Speakers › Soundbar Speakers,898.0,ptron,Speakers
Marshall,4.5,76.0,Electronics › Home Audio › Speakers › Outdoor Speakers,34998.0,marshall,Speakers
Tecno,3.7,292.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,9999.0,tecno,Smartphones & Basic Mobiles
Philips Audio,3.9,36555.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",379.0,philips audio,Headphones
iQOO,4.2,5139.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,31999.0,iqoo,Smartphones & Basic Mobiles
DKD,3.4,3.0,Video Games › Legacy Systems,7890.0,dkd,
LG,4.4,2919.0,Home & Kitchen › Large Appliances › Microwave Ovens › Combination Convection & Microwave,12190.0,lg,Microwave Ovens
ASUS,3.7,64.0,Computers & Accessories › Laptops › Traditional Laptops,64990.0,asus,Traditional Laptops
Fastrack,4.0,1742.0,Fashion › Watches › Smartwatches & Activity tracker › Amoled,2499.0,fastrack,Smartwatches & Activity tracker
ASUS,3.7,9.0,Computers & Accessories › Laptops › Traditional Laptops,109990.0,asus,Traditional Laptops
iTronix,4.0,1018.0,Electronics › Wearable Technology › Smart Watches,149.0,itronix,Smart Watches
iClever,4.4,7063.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Over-Ear",3899.0,iclever,Headphones
ZEBRONICS,3.8,4510.0,Electronics › Home Audio › Speakers › Soundbar Speakers,699.0,zebronics,Speakers
Amazon basics,3.8,3265.0,Electronics › Home Audio › Speakers › Soundbar Speakers,899.0,amazon basics,Speakers
TCL,4.0,863.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",28990.0,tcl,Televisions
Oppo,3.9,837.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,24999.0,oppo,Smartphones & Basic Mobiles
pTron,3.8,394.0,Electronics › Home Audio › Speakers › Soundbar Speakers,799.0,ptron,Speakers
Samsung,4.0,780.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,27999.0,samsung,Smartphones & Basic Mobiles
Edifier,4.5,395.0,Electronics › Home Audio › Speakers › Multimedia Speaker Systems,15762.0,edifier,Speakers
Sony,4.0,48876.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",2990.0,sony,Headphones
JBL,4.3,61790.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,1598.0,jbl,Speakers
pTron,3.5,29.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,398.0,ptron,Speakers
AGPTEK,4.2,37256.0,Electronics › Wearable Technology › Smart Watches,8388.0,agptek,Smart Watches
JBL,3.8,1364.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",3499.0,jbl,Headphones
ASUS,4.0,523.0,Computers & Accessories › Laptops › Traditional Laptops,40990.0,asus,Traditional Laptops
JBL,3.8,46326.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Over-Ear",3999.0,jbl,Headphones
EvoFox,3.7,175.0,Computers & Accessories › Accessories & Peripherals › PC Gaming Peripherals › Gamepads,1896.0,evofox,PC Gaming Peripherals
HP,2.9,38.0,Computers & Accessories › Laptops › Traditional Laptops,17298.0,hp,Traditional Laptops
Devialet,4.2,32.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,175000.0,devialet,Speakers
Sonodyne,4.5,32.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,14999.0,sonodyne,Speakers
Tropicool,3.5,768.0,Home & Kitchen › Home & kitchen | Prime shopping days › Affinity ASINs | 263 › 1,4949.0,tropicool,Affinity ASINs | 263
Beats,4.6,12868.0,Electronics › Apple › Beats › Beats Headphones,19900.0,beats,Beats
KODAK,4.1,12208.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",9000.0,kodak,Televisions
BUYFLUX,5.0,1.0,"Electronics › Home Theater, TV & Video › Accessories › Cables › HDMI Cables",399.0,buyflux,Accessories
CredevZone,4.4,272.0,Toys & Games › Electronic Toys › Plug & Play Video Games,13239.0,credevzone,Plug & Play Video Games
Marshall,4.1,238.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,17998.0,marshall,Speakers
pTron,3.6,32.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,898.0,ptron,Speakers
Meyaar,4.1,45.0,"Electronics › Headphones, Earbuds & Accessories › Cases",399.0,meyaar,Cases
Jabra,4.4,641.0,Electronics › Telephones & Accessories › Accessories › Headsets,14500.0,jabra,Accessories
PTron,4.2,16.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,599.0,ptron,Speakers
Sounce,3.9,8019.0,Electronics › Wearable Technology › Smart Watches & Accessories › Cables,149.0,sounce,Smart Watches & Accessories
LOVEJOY,5.0,4.0,Electronics › Wearable Technology › Smart Watches,449.0,lovejoy,Smart Watches
Bang & Olufsen,4.4,3029.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,22500.0,bang & olufsen,Speakers
PLATEFORCE,3.7,1286.0,Electronics › Wearable Technology › Smart Watches,449.0,plateforce,Smart Watches
AYL,3.5,784.0,Electronics › Wearable Technology › Smart Watches,449.0,ayl,Smart Watches
Sennheiser,3.9,3339.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Over-Ear",9990.0,sennheiser,Headphones
ZEBRONICS,3.8,778.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,699.0,zebronics,Speakers
Titan,3.9,643.0,Electronics › Wearable Technology › Smart Watches,9995.0,titan,Smart Watches
HP,3.9,20.0,Computers & Accessories › Laptops › Traditional Laptops,20000.0,hp,Traditional Laptops
PTron,3.5,29.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,398.0,ptron,Speakers
OnePlus,4.0,3405.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,28999.0,oneplus,Smartphones & Basic Mobiles
Lenovo,4.1,40.0,Computers & Accessories › Laptops › Traditional Laptops,68990.0,lenovo,Traditional Laptops
Zealot,4.3,945.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,6816.0,zealot,Speakers
HP,4.4,1950.0,Computers & Accessories › Laptops › Traditional Laptops,63999.0,hp,Traditional Laptops
Dell,3.9,101.0,Computers & Accessories › Laptops › Traditional Laptops,52716.0,dell,Traditional Laptops
Samsung,4.4,1184.0,Home & Kitchen › Large Appliances › Refrigerators,17990.0,samsung,Refrigerators
Samsung,4.1,28289.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,9499.0,samsung,Smartphones & Basic Mobiles
Sonos,4.4,9.0,Electronics › Home Audio › Speakers › Multimedia Speaker Systems,32998.25,sonos,Speakers
Amazon basics,4.0,12.0,Electronics › Home Audio › Speakers › Soundbar Speakers,699.0,amazon basics,Speakers
Itel,3.7,1144.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,8699.0,itel,Smartphones & Basic Mobiles
amazon basics,4.2,1386.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",399.0,amazon basics,Headphones
Sennheiser,4.1,930.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",16988.0,sennheiser,Headphones
Lenovo,4.3,18.0,Computers & Accessories › Laptops › Traditional Laptops,18196.0,lenovo,Traditional Laptops
JBL,4.4,32018.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,7299.0,jbl,Speakers
BoAt,4.3,42639.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,2699.0,boat,Speakers
Honeywell,4.0,540.0,Electronics › Home Audio › Speakers › Soundbar Speakers,8999.0,honeywell,Speakers
amazon basics,4.5,124.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",1099.0,amazon basics,Headphones
HYUNDAI,4.1,41.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",9999.0,hyundai,Televisions
Bang & Olufsen,4.4,52.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,42750.0,bang & olufsen,Speakers
ZEBRONICS,3.8,13173.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,699.0,zebronics,Speakers
LG,4.2,3257.0,Home & Kitchen › Large Appliances › Refrigerators,28990.0,lg,Refrigerators
Marshall,4.6,9912.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,14950.0,marshall,Speakers
boAt,3.9,4177.0,Electronics › Wearable Technology › Smart Watches,1499.0,boat,Smart Watches
Sony,3.8,498.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,13990.0,sony,Speakers
SHOKZ,4.5,2637.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",17999.0,shokz,Headphones
Lenovo,4.4,257.0,Computers & Accessories › Monitors,12599.0,lenovo,
New World,2.9,2.0,Video Games › Legacy Systems › Nintendo Systems › Nintendo 3DS › Consoles,6499.0,new world,Nintendo Systems
Whirlpool,4.1,3454.0,Home & Kitchen › Large Appliances › Refrigerators,19190.0,whirlpool,Refrigerators
Lenovo,3.8,80.0,Computers & Accessories › Laptops › Traditional Laptops,16199.0,lenovo,Traditional Laptops
Kelvinator,4.0,57.0,Home & Kitchen › Large Appliances › Refrigerators,9290.0,kelvinator,Refrigerators
Microsoft,4.6,3.0,Computers & Accessories › Laptops › Traditional Laptops,182990.0,microsoft,Traditional Laptops
CLAW,3.5,2523.0,Computers & Accessories › Accessories & Peripherals › PC Gaming Peripherals › Gamepads,1990.0,claw,PC Gaming Peripherals
Dell,4.0,1.0,Computers & Accessories › Laptops › Traditional Laptops,57900.0,dell,Traditional Laptops
Voacle,4.4,205.0,Toys & Games › Electronic Toys › Plug & Play Video Games,8499.0,voacle,Plug & Play Video Games
Samsung,4.2,34775.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",449.0,samsung,Headphones
TAGG,4.1,431.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,1499.0,tagg,Speakers
Portronics,4.0,6274.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,899.0,portronics,Speakers
Samsung,3.9,146.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",18900.0,samsung,Televisions
pTron,3.8,68563.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",599.0,ptron,Headphones
Skullcandy,4.0,7651.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Over-Ear",9999.0,skullcandy,Headphones
Muzen,4.1,59.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,6499.0,muzen,Speakers
Philips Audio,4.0,23033.0,Electronics › Home Audio › Speakers › Multimedia Speaker Systems,7140.0,philips audio,Speakers
Turet,4.0,33.0,Electronics › Wearable Technology › Smart Watches,7161.0,turet,Smart Watches
TOSHIBA,3.9,99.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",54990.0,toshiba,Televisions
ASUS,3.4,12.0,Computers & Accessories › Laptops › Traditional Laptops,84990.0,asus,Traditional Laptops
LEGO,4.7,356.0,Video Games › Legacy Systems › Nintendo Systems,43999.0,lego,Nintendo Systems
Jabra,4.4,3614.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › On-Ear",14128.0,jabra,Headphones
STEAM DECK,4.7,454.0,Toys & Games › Games › Tabletop Games › Board Games,57990.0,steam deck,Tabletop Games
Nothing,3.8,22.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,49000.0,nothing,Smartphones & Basic Mobiles
boAt,4.6,20.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,8999.0,boat,Speakers
10WeRun,3.7,1750.0,Electronics › Wearable Technology › Smart Watches,399.0,10werun,Smart Watches
Dell,3.6,475.0,Computers & Accessories › Laptops › Traditional Laptops,47990.0,dell,Traditional Laptops
MIFA,4.5,2850.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,6899.0,mifa,Speakers
Amazon basics,3.8,3265.0,Electronics › Home Audio › Speakers › Soundbar Speakers,899.0,amazon basics,Speakers
Marshall,4.5,254.0,Electronics › Home Audio › Speakers › Multimedia Speaker Systems,31999.0,marshall,Speakers
Dell,3.6,475.0,Computers & Accessories › Laptops › Traditional Laptops,51990.0,dell,Traditional Laptops
Generic,4.0,10.0,Video Games › Video Games NCEMI,3999.0,generic,
GSH,4.0,165.0,Toys & Games › Electronic Toys › Plug & Play Video Games,7396.0,gsh,Plug & Play Video Games
Philips Audio,3.8,1040.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",229.0,philips audio,Headphones
Marshall,4.7,1311.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,9998.0,marshall,Speakers
realme,4.0,2620.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,18499.0,realme,Smartphones & Basic Mobiles
Marshall,4.3,64.0,Electronics › Home Audio › Speakers › Outdoor Speakers,59998.0,marshall,Speakers
Marshall,4.3,8129.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › On-Ear",12999.0,marshall,Headphones
Logitech G,4.6,228.0,Computers & Accessories › Accessories & Peripherals › PC Gaming Peripherals › Gaming Mice,15495.0,logitech g,PC Gaming Peripherals
JBL,3.9,104014.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",449.0,jbl,Headphones
LG,4.0,11.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",17171.0,lg,Televisions
Anker,4.5,4316.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,9999.0,anker,Speakers
Dell,4.3,10.0,Computers & Accessories › Laptops › 2 in 1 Laptops,79490.0,dell,2 in 1 Laptops
OnePlus,4.1,134154.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",1999.0,oneplus,Headphones
LG,3.8,5.0,Home & Kitchen › Large Appliances › Refrigerators,1399.0,lg,Refrigerators
Whirlpool,4.0,2662.0,Home & Kitchen › Large Appliances › Refrigerators,25400.0,whirlpool,Refrigerators
amazon basics,3.9,1077.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,799.0,amazon basics,Speakers
Yamaha,4.1,37.0,Electronics › Home Audio › Speakers › Subwoofers,28070.0,yamaha,Speakers
Dell,4.1,4.0,Computers & Accessories › Laptops › 2 in 1 Laptops,73990.0,dell,2 in 1 Laptops
Acer,4.2,2875.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",30999.0,acer,Televisions
MSI,3.2,15.0,Computers & Accessories › Laptops › Traditional Laptops,569990.0,msi,Traditional Laptops
Redmi,4.2,56352.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",31499.0,redmi,Televisions
HP,4.1,2149.0,Computers & Accessories › Laptops › Traditional Laptops,50990.0,hp,Traditional Laptops
Amazfit,4.0,2803.0,Electronics › Wearable Technology › Smart Watches,7999.0,amazfit,Smart Watches
LG,4.2,1128.0,Home & Kitchen › Large Appliances › Refrigerators,23490.0,lg,Refrigerators
Lapras,4.6,4.0,Computers & Accessories › Accessories & Peripherals › PC Gaming Peripherals › Joysticks,919.0,lapras,PC Gaming Peripherals
Portronics,3.7,260.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,849.0,portronics,Speakers
soundcore,4.1,62881.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Over-Ear",4499.0,soundcore,Headphones
Omeron,3.6,5.0,Toys & Games › Electronic Toys › Plug & Play Video Games,3299.0,omeron,Plug & Play Video Games
OnePlus,4.1,11823.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",24999.0,oneplus,Televisions
YAMAHA,4.2,175.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Over-Ear",16670.0,yamaha,Headphones
OnePlus,4.1,147667.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",2299.0,oneplus,Headphones
Vivo,3.9,111.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,8999.0,vivo,Smartphones & Basic Mobiles
DREAMHAX,4.4,90.0,Toys & Games › Electronic Toys › Plug & Play Video Games,13597.0,dreamhax,Plug & Play Video Games
PTron,5.0,2.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,598.0,ptron,Speakers
Dell,3.7,131.0,Computers & Accessories › Laptops › Traditional Laptops,48990.0,dell,Traditional Laptops
IFB,4.3,5573.0,Home & Kitchen › Large Appliances › Microwave Ovens,14490.0,ifb,Microwave Ovens
Meyaar,4.2,1288.0,"Electronics › Headphones, Earbuds & Accessories › Cases",470.0,meyaar,Cases
Amazon basics,3.9,1077.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,799.0,amazon basics,Speakers
CouchConsole,4.2,235.0,Car & Motorbike › Car Accessories › Interior Accessories › Consoles & Organizers › Cup Holders,14521.0,couchconsole,Interior Accessories
VISE,1.0,1.0,Home & Kitchen › Large Appliances › Refrigerators,8990.0,vise,Refrigerators
Haier,4.2,5046.0,Home & Kitchen › Large Appliances › Refrigerators,14790.0,haier,Refrigerators
FYURI,5.0,2.0,Toys & Games › Electronic Toys › Handheld Games,5499.0,fyuri,Handheld Games
ASUS,4.0,1.0,Computers & Accessories › Laptops › Traditional Laptops,99990.0,asus,Traditional Laptops
BoAt,4.1,171504.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",1099.0,boat,Headphones
VU,4.4,3218.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",34990.0,vu,Televisions
BUZZ COOL,3.2,22.0,Toys & Games › Electronic Toys › Handheld Games,899.0,buzz cool,Handheld Games
GSH,3.7,828.0,Toys & Games › Electronic Toys › Plug & Play Video Games,3499.0,gsh,Plug & Play Video Games
Dell,4.6,3.0,Computers & Accessories › Laptops › Traditional Laptops,61519.0,dell,Traditional Laptops
HP,4.6,17.0,Computers & Accessories › Laptops › Traditional Laptops,79990.0,hp,Traditional Laptops
GSH,3.6,398.0,Toys & Games › Electronic Toys › Plug & Play Video Games,1399.0,gsh,Plug & Play Video Games
NEXTTECH,2.8,9.0,Toys & Games › Electronic Toys › Handheld Games,999.0,nexttech,Handheld Games
Talabat,3.7,13.0,Toys & Games › Electronic Toys › Handheld Games,899.0,talabat,Handheld Games
Polk Audio,4.7,825.0,Electronics › Home Audio › Speakers › Bookshelf Speakers,20400.0,polk audio,Speakers
V-SKY,5.0,4.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",7499.0,v-sky,Televisions
Fire-Boltt,4.2,14820.0,Electronics › Wearable Technology › Smart Watches,3999.0,fire-boltt,Smart Watches
beyerdynamic,4.5,2485.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Over-Ear",11762.0,beyerdynamic,Headphones
ASUS,3.7,79.0,Computers & Accessories › Monitors,179999.0,asus,
Marshall,4.0,1619.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",4499.0,marshall,Headphones
Dell,4.1,453.0,Computers & Accessories › Laptops › Traditional Laptops,74490.0,dell,Traditional Laptops
pTron,3.6,280.0,Electronics › Home Audio › Speakers › Bookshelf Speakers,498.0,ptron,Speakers
Sony,4.8,19007.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",52990.0,sony,Televisions
Acer,4.3,1018.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",14999.0,acer,Televisions
ASUS,4.2,1038.0,Computers & Accessories › Laptops › Traditional Laptops,49900.0,asus,Traditional Laptops
VELL - TECH,3.3,2898.0,Electronics › Wearable Technology › Smart Watches,499.0,vell - tech,Smart Watches
ASUS,4.0,97.0,Computers & Accessories › Laptops › Traditional Laptops,94990.0,asus,Traditional Laptops
Sounce,4.2,1823.0,Electronics › Wearable Technology › Smart Watches & Accessories › Replacement Bands,99.0,sounce,Smart Watches & Accessories
Philips Audio,3.9,649.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › On-Ear",1508.0,philips audio,Headphones
ZEBRONICS,3.8,71429.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,399.0,zebronics,Speakers
Victorinox,4.6,182.0,Computers & Accessories › Accessories & Peripherals › Laptop Accessories › Bags & Sleeves › Laptop Backpacks,12560.0,victorinox,Laptop Accessories
Redmi,4.1,294362.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,8099.0,redmi,Smartphones & Basic Mobiles
Jlab,3.9,214.0,Computers & Accessories › Accessories & Peripherals › PC Gaming Peripherals › Headsets,13736.0,jlab,PC Gaming Peripherals
Blue Star,1.0,1.0,Home & Kitchen › Large Appliances › Refrigerators,8649.0,blue star,Refrigerators
Vivo,3.5,45.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,23999.0,vivo,Smartphones & Basic Mobiles
